filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc_delta_1,mfcc_delta_2,mfcc_delta_3,mfcc_delta_4,mfcc_delta_5,mfcc_delta_6,mfcc_delta_7,mfcc_delta_8,mfcc_delta_9,mfcc_delta_10,mfcc_delta_11,mfcc_delta_12,mfcc_delta_13,mfcc_delta_14,mfcc_delta_15,mfcc_delta_16,mfcc_delta_17,mfcc_delta_18,mfcc_delta_19,mfcc_delta_20,mfcc_delta2_1,mfcc_delta2_2,mfcc_delta2_3,mfcc_delta2_4,mfcc_delta2_5,mfcc_delta2_6,mfcc_delta2_7,mfcc_delta2_8,mfcc_delta2_9,mfcc_delta2_10,mfcc_delta2_11,mfcc_delta2_12,mfcc_delta2_13,mfcc_delta2_14,mfcc_delta2_15,mfcc_delta2_16,mfcc_delta2_17,mfcc_delta2_18,mfcc_delta2_19,mfcc_delta2_20,label
3dndmOMZlP8_,0.431396246,0.143380716,2639.163733,2519.612309,5278.426107,0.152391222,-205.5940094,76.69176483,-20.4011097,-18.97351265,-15.71786308,-5.259642601,-7.706417561,-5.970680714,-12.39385509,-7.964696407,-11.08083439,-3.735240221,-4.748342991,-1.162203312,-6.667285919,-3.025479555,-3.795608044,-2.236378908,-2.109183073,-1.135150552,2.075722218,-0.066581681,-0.248633638,0.112901405,-0.16335173,-0.048123408,-0.111329027,-0.030345695,0.008218311,0.044451252,0.0329527,-0.008350445,-0.174536169,-0.109660417,-0.026383258,-0.031599011,-0.127849922,-0.092658505,-0.111868113,0.003440177,0.272791982,0.111689799,0.050466076,0.026463542,0.06462726,0.013789428,0.048691444,-0.029629327,0.026187804,0.019613234,-0.041202281,0.022756467,0.006522212,-0.000452684,-0.005770639,0.002842983,0.010927766,0.005741876,0.004899994,-0.005954505,not_covid
3Enq7k2IpvQ_,0.345158875,0.164910868,2865.352304,2119.292608,5144.192505,0.182981138,-158.5086517,54.38772202,-50.93478012,17.93894386,-50.78964233,5.919457912,-21.204319,-14.26296616,5.318193913,-4.316987991,-1.307832599,-14.03523064,-9.973885536,-4.635051727,-5.265377522,-1.556151867,-4.186388016,-3.194326401,-7.382829666,-1.513735294,1.191772223,-0.230095893,-0.462994516,0.198190555,-0.284525633,0.130625337,-0.104312308,-0.048564579,0.035583477,-0.046466298,0.088645875,-0.114160664,-0.035056084,-0.04498766,0.057959456,0.127739593,0.189841852,0.037394818,-0.155695945,-0.043225106,-0.206721693,-0.066008948,0.052099332,0.049384847,0.058595516,0.096439809,0.001088986,0.050120968,-0.005422861,0.021275803,0.005613411,-0.076928042,-0.035696056,0.023669163,0.047629215,0.047477409,0.056942914,-0.068023264,-0.090524249,0.037398029,not_covid
3fz-0wek44c_,0.339895755,0.019444717,2404.062382,2386.043121,4887.040202,0.112108019,-357.166748,85.33985901,-22.70464325,11.12597275,-9.095215797,-23.31887436,-17.93383026,-6.795179367,-20.62015533,-4.216137409,-15.632411,-7.203114986,-12.20452023,-4.397875309,-10.09763432,-6.199327946,-9.835264206,-5.642131329,-9.733595848,-5.82110548,1.294967055,0.00609993,0.124648921,0.280419618,-0.078293182,-0.070530146,0.057243709,0.070330203,-0.142973632,-0.05585745,-0.106236048,0.048760157,-0.00081586,0.015760986,-0.017961737,0.043410525,-0.04731185,0.05212016,0.03159494,-0.036307633,-0.293890357,-0.372292727,0.007020963,0.148670867,0.017327109,0.036878094,0.111963801,0.026461909,0.046560828,0.096418098,0.015145629,-0.038812771,0.065736257,0.00643247,0.008887178,0.049519069,0.003516257,0.046628624,-0.024889076,0.083811104,not_covid
3gFShyvw8iU_,0.430799931,0.065346986,4189.762859,2911.880825,7672.499593,0.295439544,-205.7429504,24.32331467,-8.408670425,4.267630577,-5.233531952,-3.734631062,-30.30017471,-17.87573433,-13.60527229,9.297287941,-12.99091911,-10.16850567,-3.683358669,1.64779222,-7.537840843,-5.496338367,-8.141979218,-1.228710294,-5.237481117,-5.102508068,-0.524909079,-0.000941577,-0.05234446,-0.131046504,0.173832536,0.081817456,-0.077846102,-0.026072083,-0.074503951,0.024755945,-0.053168148,-0.078058243,0.062435731,-0.002079979,0.03058362,0.026859961,-0.058822546,-0.012602257,-0.053985052,-0.034242358,-0.720752597,0.089797273,-0.090410568,-0.103569523,0.110397972,0.037832256,0.018285155,-0.053404491,-0.028900823,0.011657736,-0.013076829,0.008557202,0.042070158,0.031818215,0.021508904,0.005337176,-0.000551223,0.026667135,0.021561094,0.025869383,not_covid
3id3zRRZBVM_,0.454477191,0.060697205,2714.327936,2528.846288,5424.871826,0.158510561,-343.6828918,52.5186615,-10.95108414,-1.985812664,-6.044702053,-7.148025513,-2.793778658,-16.97260857,-13.2189064,-4.94248724,-12.11900043,-5.982785702,-10.54251671,-2.068374157,-4.492729664,-7.936160088,-6.487878799,-4.765835285,-4.894061565,-2.818677187,0.542972028,0.014780504,-0.09584713,-0.115380473,-0.141204953,-0.037082523,0.182054892,0.064184524,-0.024107691,-0.037256334,-0.151770666,-0.030048547,-0.006984976,-0.136910096,0.036776662,-0.016628372,0.06847664,0.08136829,-0.006832079,-0.030523939,0.424799025,0.372366786,0.04028431,-0.044544902,0.014729341,-0.076285936,-0.040658325,-0.072214216,-0.038185619,0.031099966,0.00776482,0.039360594,-0.03227153,0.032691207,-0.001193819,0.025141958,-0.028949488,-0.009731346,0.003002758,0.03356209,not_covid
3Liy9uBgsQM_,0.373674721,0.090896375,2808.776158,2683.346616,6097.535197,0.132742423,-145.3330383,74.38465881,-5.495630264,9.984993935,-17.69344711,5.605081081,-8.586876869,8.294615746,-9.763975143,-0.142839223,-6.784551144,1.654803395,-8.433759689,2.304040909,-8.257756233,-0.769939363,-8.103066444,-3.547158241,-8.564415932,0.699665487,0.357768118,-0.138970137,-0.152055532,0.027673917,-0.020067224,-0.042455658,0.018874671,0.114476524,0.068240732,-0.034622028,-0.065379918,-0.0880109,-0.059958953,0.034150463,0.051305275,0.050172664,0.011869888,0.061666846,0.001263771,-0.063167229,-0.394620299,-0.018350257,-0.008593188,-0.01431625,0.032678436,-0.051041108,-0.067657277,0.029950364,0.106104888,0.004764612,0.073816568,0.010228758,-0.026520943,0.022922596,0.059111781,0.025543712,0.080048189,-0.009986211,0.02517649,0.017282264,not_covid
3nOZJicBKkU_,0.519490719,0.013096009,3269.135857,2580.863149,6024.212646,0.22845685,-468.5094299,58.76940536,-20.31756783,-1.896488667,-9.26530838,-5.853873253,-17.0773468,-19.6429081,-11.04577827,-2.546491623,-13.44148445,-14.77350712,-7.985138893,-9.806032181,-16.10050392,-9.821516991,-7.997161865,-2.604329348,-5.198348522,0.620156109,0.010095234,-0.00852199,-0.003453281,0.015633114,0.033719964,0.016451491,-0.0030286,-0.006530687,-0.036938738,-0.02065704,-0.001968022,-0.007529741,-0.010079368,0.012977366,0.015942171,0.009111525,-0.013843702,-0.034240674,-0.031571042,0.006652821,-0.004226155,-0.017947393,-0.040703941,-0.008665703,0.000896346,0.000746841,0.022999158,0.010786588,0.015186234,0.005267607,-0.028327107,-0.012611749,0.013209186,0.014275229,-0.009449078,-0.018252125,-0.007029527,0.017566873,0.032105569,0.008179272,not_covid
3vYB7hZxQgA_,0.228165612,0.029506685,1003.034355,899.7953068,1912.916056,0.039293077,-501.8443298,27.74190331,-16.54103088,3.740846872,-0.091014706,3.6207335,-3.572455883,-2.454809904,0.937329113,-2.905720949,-0.572267175,-3.722017288,1.028402567,-0.320941359,-2.006867886,0.499641001,-1.604700208,0.626029849,-0.888131738,0.596929312,2.039097548,0.973153234,-0.420900613,-0.089798018,-0.143457666,0.063787535,0.058045078,-0.033388957,-0.01942252,-0.064355128,-0.030954728,-0.0398691,0.027089119,-0.08785709,-0.022217382,0.121535569,0.035031512,0.043690536,-0.054413121,-0.05750788,0.045361515,-0.031147538,-0.005980119,0.002988066,0.066901289,0.062100187,0.02483907,0.020708399,0.001704786,0.036523845,0.033420637,0.016289525,0.025144853,0.055818729,0.068411134,-0.015714373,-0.049384054,-0.024274301,-0.010017788,0.012542503,not_covid
4_0uUL2HPe0_,0.513767004,0.002759232,2479.956423,2467.195567,5102.073161,0.134833442,-458.9251709,87.15474701,-22.21043968,3.928775549,-10.60956001,-2.652197361,-9.639725685,-8.002633095,-8.409394264,-3.301945925,-13.52276039,-4.255954742,-10.4246912,-4.619887352,-9.760190964,-6.517352104,-8.009928703,-4.257398605,-9.59954834,-4.627969265,-0.032168563,0.321803331,0.175992221,0.085459337,-0.035738058,-0.169372842,-0.098056898,-0.00193501,0.036559071,0.072957091,-0.051497012,-0.021892155,-0.014738032,-0.040832113,-0.034648474,-0.005623876,-0.043095089,0.007129946,-0.008204133,-0.017026793,-0.974239886,0.106809862,0.114803106,0.024774507,-0.016446387,-0.040023237,-0.013346978,0.000583529,0.012547011,0.003787712,0.021183781,-0.017993048,0.002347101,-0.012750887,0.017590925,0.023326084,0.023774981,0.010064046,0.013979625,0.003168204,not_covid
4eb2LU3X_zs_,0.259972006,0.144175187,1938.46422,1896.51818,3569.178263,0.099005805,-229.5395355,70.43151093,16.73866844,14.05465508,2.346363306,-5.376918316,-4.955825329,-2.133473873,1.49984467,-0.532382309,-1.434149742,1.255472064,-7.16803503,2.496644258,-4.231316566,-3.378721952,-5.898977757,-1.714869738,-2.26315093,-2.003895044,0.865763247,0.502373457,-0.014718692,0.053265437,-0.056550689,0.000211998,-0.027986417,0.008884151,0.099054374,0.147673056,0.035779309,-0.026819387,-0.057357959,-0.015723867,0.038257122,0.036493883,-0.022251774,0.018984234,0.052813288,0.080309473,-0.057374723,-0.005380454,0.00121952,0.028130569,0.031665768,-0.016239135,-0.018495824,0.001341661,-0.004864589,0.000472983,0.00704617,-0.005380861,0.0016423,-0.021150505,-0.042932186,-0.036010638,-0.007011215,0.006753723,0.009509335,-0.018853022,not_covid
4EiskLYtkO4_,0.358114511,0.006461456,2018.265692,1844.422331,3535.233561,0.11928078,-452.3752441,98.29286957,-57.74489975,-7.42458725,-17.39182281,-6.049109459,-4.935046673,1.869184017,-2.773271561,-6.776857853,1.124040127,2.164214849,2.44649601,-1.063143849,-7.088879585,5.600463867,3.641687155,2.416113138,0.573455572,-0.377710134,1.964467764,0.691085935,-0.51428324,0.035999171,-0.155814573,-0.001628849,-0.040009975,0.011471613,0.093126647,-0.043826427,0.015564694,-0.016502483,-0.000413526,-0.001381897,-0.026316701,0.043883443,-0.007993917,0.004561984,0.021893455,-0.001964597,0.020248696,0.042232994,0.017913925,0.036786124,0.007782161,-0.036189832,-0.007311836,0.021837911,0.028253224,0.094615445,0.028569164,0.002139542,-0.028905571,-0.00399049,0.000908154,-0.00169624,0.00827054,0.020300213,0.018875143,0.015222709,not_covid
4jQ8ffBxWkk_,0.323940039,0.063716508,2799.906747,2471.799879,5652.415975,0.151279026,-194.4549408,61.79164124,-21.80485916,14.62169743,-6.951360703,-5.29627943,-32.78669739,4.028507233,-2.442609549,0.139033034,-6.732435226,1.418831706,-8.762944221,-6.235134602,-1.189859509,0.155258179,-1.720671177,-0.812920749,-4.633889675,-2.291441917,0.746251822,0.105202876,-0.287959427,0.172207773,-0.018390371,-0.054694142,-0.003338081,-0.169758052,0.067307159,-0.034570221,0.012857579,0.112546064,0.030075047,-0.017417077,0.047365982,-0.175842449,-0.132950261,0.038278006,-0.023708131,-0.050196581,-0.281439364,-0.115513101,0.061950091,0.008982001,0.020368863,0.041122835,0.073552646,0.034585238,-0.065578304,0.00967467,0.015347225,-0.003027168,0.030028524,0.036757924,0.012119257,0.023283144,-3.07E-05,0.024576439,0.024196319,0.019219235,not_covid
4K946lkrL9U_,0.436161369,0.039505798,2663.97029,2719.182579,6163.032023,0.13514766,-235.5423126,71.12290192,-17.37452888,17.66493797,13.67354107,7.593543053,3.722462416,15.0679369,1.429082513,13.98959923,-0.645378232,7.507563114,-4.511246681,12.74298,-1.008485556,4.205087662,-0.380393714,13.10878277,-0.03635297,1.424220562,0.032032013,0.088578194,0.054319289,-0.118929923,-0.280905604,-0.096100986,0.0889339,0.139085114,0.005940146,-0.06176478,0.051318716,-0.013760412,-0.030482305,-0.043281436,0.026648011,0.020562461,0.047168154,-0.037110344,0.016132401,0.04644157,-0.138503566,0.050800089,0.052792877,0.003237287,0.016389335,0.008413302,0.033833615,-0.025263092,0.027410967,0.041243043,0.018450823,0.006144925,0.053893741,0.025575746,0.013794243,-0.03781727,0.01357446,-0.004275761,-0.007373715,-0.013541265,not_covid
4ldID97D-oU_,0.420666933,0.024343072,1670.791637,1485.258552,3421.785482,0.105692546,-300.7464294,143.997467,-54.19458771,47.82029343,-24.53578186,1.540209055,5.641965389,-2.371278048,14.21286011,-11.49146652,8.755763054,3.935165882,-0.292472124,6.496425629,2.297217369,-0.021611532,-0.751514733,3.421930552,-4.153487206,-1.17746675,0.508421779,-0.09057451,-0.213593125,0.116338596,-0.171071336,-0.033060119,-0.095840044,0.083473027,0.068079658,-0.064648218,0.111121804,-0.01424566,-0.031196913,0.017988903,0.043708723,0.000594316,-0.003217172,0.04633116,0.053492982,0.107487664,-0.088004678,-0.07359118,0.02936372,0.057989463,0.033993669,-0.038504556,-0.065136306,0.038902704,0.046241026,-0.008179613,0.004609435,-0.010959105,-0.086325608,0.004799995,0.097630039,0.002308294,0.032708362,0.021964921,-0.029889546,0.018591823,not_covid
4lOXjW8rpxU_,0.535936594,0.00901507,2993.809023,2716.64333,6185.761515,0.175953053,-391.1061096,72.32305908,-3.932929754,13.919981,1.670864344,7.614603043,-1.618445754,3.04889679,-2.598608494,7.827190876,-4.782280445,10.79531384,3.245794535,0.295508772,-5.997644424,1.668897748,-5.018987179,-0.63383472,-3.865240574,1.394333482,0.489235491,0.28189978,-0.07920476,0.122037016,0.084765367,0.078300416,0.023218552,0.11349839,-0.002161141,0.002106946,0.026424829,0.043147225,0.105237275,0.002489022,-0.008000674,0.045656603,-0.029544953,-0.038995311,0.002255811,-0.018646894,-0.441946864,0.046128001,-0.087910697,-0.02368263,-0.00605743,-0.080219537,-0.011123811,-0.020632174,0.013303494,-0.018902225,0.043871816,-0.04531062,0.008606907,0.002444934,0.02910788,-0.002508556,0.034438487,-0.031998772,-0.003683664,-0.007514269,not_covid
4rPNHAf-0Qw_,0.363772333,0.241855055,3720.674273,2743.896147,7034.079997,0.211947971,-83.30631256,23.63532448,-15.86534023,2.775000572,-19.38097954,-3.292195082,-8.291614532,2.134905577,0.424658924,8.598608971,0.104292691,3.674519777,1.45048213,6.402376652,1.50028336,2.488981009,-1.924388766,2.292267799,-2.034897327,3.419658899,-0.411547393,-0.104258075,-0.095310204,-0.093704976,0.061638825,0.038542025,0.054805629,0.153195843,0.223597109,0.236252964,0.067113101,-0.173969522,-0.045050904,-0.028460218,-0.041703667,-0.043917481,-0.041404083,0.172268167,0.063169226,-0.126577586,0.151919588,0.07256376,0.020198384,0.07162296,0.128946826,-0.068920456,-0.0746224,0.003608536,-0.005814892,-0.010370173,-0.025144445,-0.081471145,-0.080272205,-0.034813151,0.050546832,0.066281587,0.079179399,-0.01497308,0.040068164,0.090053655,not_covid
4txOUgXllWE_,0.5142501,0.037702933,3528.531247,2725.062288,6565.533447,0.239361798,-389.8151855,41.66372681,-11.19033909,2.051854134,-2.146039248,-10.52585506,-14.7875433,-8.839982986,-16.41857529,2.123594761,-14.60311985,-7.339434624,-2.335864067,-1.020956635,-3.009382725,3.822539806,-1.517365575,-0.171808884,0.756172478,-0.004121357,2.075842619,0.171770588,0.126558587,0.032015737,0.060064632,-0.062718205,-0.165317059,0.031654209,-0.117740959,0.040647428,-0.157429591,-0.019234331,-0.079529129,0.013089568,0.047353022,0.00143195,-0.050749082,0.035076354,0.072007991,-0.070331335,-0.038173728,-0.14589496,0.137820184,-0.025251882,-0.03771675,0.125591025,0.037686609,0.016309313,0.03966555,-0.027165113,0.049819734,-0.003159625,-0.028034946,0.013809999,0.016546063,-0.016997201,0.057427239,-0.03023769,-0.011144689,0.008087354,not_covid
4vyk0EIJGWY_,0.559793174,0.012553818,1621.745449,1644.477621,3245.980835,0.093499078,-324.4319153,143.4240417,-43.73737335,28.61698914,-27.87226105,22.48753929,-20.06282616,10.84664822,2.152088642,-2.94516921,6.223101616,-3.156933784,10.54698849,-9.317411423,6.0332551,-9.27537632,0.249719366,2.85785079,1.617034316,6.144726276,2.153590202,0.728473961,-0.274923295,0.062591366,-0.263110578,0.182135597,-0.114258394,0.075371087,-0.030514784,-0.019363059,-0.022517355,-0.090858281,0.05407311,-0.059547607,-0.011771314,-0.111951441,-0.002627829,-0.006816345,-0.005693012,0.064546056,-0.56645155,-0.265125334,0.127236366,-0.045236748,-0.040080026,-0.081793338,-0.014176786,-0.002878255,-0.035021476,-0.001429529,-0.066503353,-0.056127019,-0.046405625,-0.002318398,-0.011040248,-0.01144435,-0.003196454,-0.006930702,-0.040599413,-0.000946468,not_covid
4WLF2CT0eCM_,0.384760588,0.069118798,1462.128024,1095.044436,2604.570516,0.105475532,-296.9913635,131.7912903,-40.27724457,25.20411873,17.17082787,-34.4683876,-2.671594143,-3.58985281,-21.0358963,-3.321608305,-9.486981392,-10.26459408,2.312110901,-4.493418217,-5.434583187,-1.257637143,-7.557133198,-4.388764858,-3.696666479,-7.372445107,-1.368087769,-0.066261388,0.495636314,-0.39839077,-0.155557632,0.231072456,0.038501758,0.078414157,0.12621668,0.015544402,0.038712706,0.008330994,-0.02148694,-0.032320965,-0.074866578,-0.039627049,-0.083288841,-0.119776994,-0.026531171,-0.040845729,0.294585139,-0.019290464,0.102990665,0.032300878,-0.035001867,0.041332252,0.0277227,0.038716029,-0.018290194,0.000720863,0.0943873,0.003690042,-0.046801761,0.039405301,0.029412244,0.013988089,0.028182248,-0.000953723,0.011324702,0.037280254,not_covid
4xQcOwfV48Y_,0.403090447,0.040212721,2465.361149,1861.960902,4559.45638,0.166282371,-319.8685608,69.48321533,-42.77507401,36.88404465,-0.706758857,1.433532715,-14.15018082,-8.5026474,-9.774415016,-2.01926589,-15.85671616,-1.085518837,-3.657355309,-5.107500553,3.899394035,-7.815310955,-1.702087879,-5.605877399,-4.677108288,-8.499938011,0.871454716,0.618876219,-0.271741509,-0.108908974,0.076642126,0.009288187,0.028825672,-0.225599781,-0.057169095,-0.130096272,-0.054011513,0.166652113,-0.022551617,-0.050588176,-0.099717155,-0.058302198,0.041213427,-0.017989485,-0.036994055,-0.066810645,-0.400102615,0.175364673,-0.067115642,-0.237603053,0.082796767,-0.071052723,0.163970917,-0.102328405,0.070384823,0.060831256,0.05641165,0.074286468,-0.005285775,0.040207013,-0.010672265,0.043403931,-0.009888794,-0.034439135,-0.018059889,-0.007127843,not_covid
4yFWcSkby5w_,0.684558511,0.000234027,4223.866337,3322.024386,8234.506226,0.225316931,-667.7905884,35.64033508,24.96146202,18.01099968,6.5685606,11.78700733,-1.362671733,6.755645752,-3.637563705,1.566949368,-3.538274765,-0.251326293,-0.436498284,0.541990936,0.657851636,1.982216835,0.652162075,2.459001303,0.122537918,2.994820595,0.012588422,0.024914693,0.005727025,-0.043082789,-0.023991728,0.030467479,0.003696631,-0.019636663,-0.044004783,-0.005855393,-0.025797186,-0.007763134,-0.034607742,-0.011563163,-0.000227913,0.007039744,0.000638889,-0.017891999,-0.001881244,0.005473495,0.003130092,-0.021229826,0.021161756,0.021162495,0.001658418,0.015160589,0.006304507,-0.006597453,0.006498701,0.023806537,-0.001076375,0.010450456,0.017885765,-0.010458678,-0.005521443,0.008929079,0.035512153,0.014938664,0.022436755,0.032595273,not_covid
05YBpmCnoOQ_,0.36224395,0.13159965,1472.469688,961.3997203,2488.430786,0.119072808,-170.3852234,169.7750702,-81.61058807,17.72643661,18.28614044,-39.19202042,-3.02469492,-6.845843315,-20.12631035,-3.861969471,-4.974962234,-11.70399761,-9.172557831,-0.805995107,-5.424655437,-7.51405859,0.982887506,-3.435985327,-1.278573871,1.83193481,-0.034734394,-0.112015069,-0.084373817,-0.120663248,0.085857391,0.185867518,-0.004635846,-0.072667025,-0.073441707,0.003012525,0.046390064,0.130974025,0.063794717,-0.060132604,0.012525194,0.05036537,0.014614893,0.089627832,0.019466253,-0.087798297,-0.095515117,-0.028589381,0.131888583,0.181859657,0.110786818,0.028844502,0.011508091,0.023094308,0.038563367,-0.040492669,-0.070257604,0.011650385,0.018469846,-0.018381026,0.011828484,0.062119361,0.034772985,-0.038971629,-0.080328606,-0.04900353,not_covid
-5dCv5_nvU8_,0.42525062,0.010332707,2885.344916,2777.170836,6010.754395,0.156439887,-457.5387878,64.38558197,4.163181305,5.005246639,-1.753934383,-16.24369621,-16.53041077,-10.48133183,-11.36424637,-7.56340313,-7.980133057,-3.320851088,-2.3741014,-1.709449768,-5.233523369,-2.0205338,-3.348929167,-0.756816924,-3.875175953,-2.23024869,-0.19810012,0.172879308,0.102363475,-0.128703475,0.096441016,-0.087597989,-0.089281432,0.1166915,0.036936413,-0.044325307,0.016561534,-0.093047388,0.001240527,0.013555094,-0.041429944,0.015770622,-0.012130402,0.015305803,-0.060549237,-0.043470699,0.045688454,-0.105340637,0.086467177,-0.051019788,0.013365459,0.043336108,-0.041106895,-0.006775439,-0.028819326,0.070240371,0.076109178,-0.029932538,0.014321323,0.014479904,0.020041905,0.044448707,0.002129607,0.005333493,0.018057153,-0.016717045,not_covid
5hmDPsZnmf4_,0.511427343,0.017094901,3392.423439,2746.62589,6716.864014,0.22966173,-440.4313965,40.70452499,-13.68616295,-2.550354481,-14.04818249,-16.632658,-16.28226471,-5.955758572,-2.199420691,0.120198637,-11.6298399,-8.863631248,-4.252929211,-6.796020031,-0.189778075,-1.882733941,-13.99675655,-4.971432209,-2.819310427,-4.405136585,-1.622882724,0.204133391,0.478284389,0.184589699,0.205299795,0.161391422,0.127041712,-0.008943041,-0.037732583,-0.036844525,0.025463369,-0.038062554,-0.18780987,-0.144729987,-0.080436788,0.003869405,0.144703925,-0.021504045,-0.095918216,-0.082050867,-0.312266797,-0.209463999,-0.046821833,0.02195779,0.073869064,0.068703592,0.115684353,0.017703546,-0.046231899,0.047332026,0.131377578,0.074608549,0.046469036,0.030707017,0.006920254,0.00497008,0.02573582,-0.022879492,0.018038413,0.030720701,not_covid
5jznaeFpsJU_,0.418303698,0.009333863,2230.03041,1985.673597,4126.848348,0.124448423,-488.672821,71.49859619,-18.11198235,24.46349716,-7.348989487,-6.670548439,-7.988632679,-22.09283066,0.726890624,2.578921795,-7.672216415,-13.19956017,-4.325217247,-9.202515602,-8.611018181,-8.342259407,-8.533565521,-10.56501484,-4.769956112,-9.935429573,1.174431801,0.333899528,-0.436890393,0.219846085,0.018962124,0.110243909,-0.067588046,-0.219756156,0.067624226,0.146695316,-0.110759117,-0.042048912,0.069382198,-0.12290024,-0.028333103,0.000940601,-0.141389251,-0.076721065,0.022291638,-0.052954171,0.036053754,0.022483552,-0.008580111,-0.01448403,-0.010336132,0.031724744,0.046656892,-0.020079216,-0.012543166,-0.015845358,0.0176863,-0.017722769,0.010761302,0.008017738,-0.022470769,0.042627573,0.005697582,0.002394841,-0.010391381,-0.026029868,not_covid
5l9qTa5OAL8_,0.40017426,0.055973742,3581.156848,2295.044722,6001.981608,0.283983019,-242.7523193,39.99631882,-31.63909149,12.20349503,-55.74912262,10.28771305,-37.94950867,-9.395674706,-14.72919178,-14.47686768,-17.917593,-12.56873035,-13.78211689,-7.343908787,-12.88446045,-2.191990852,-4.801346302,-7.353072643,5.76928997,-2.848921061,-0.380903602,-0.064931124,-0.177146941,0.001460508,-0.147077054,0.049193412,0.122011453,-0.018823018,-0.076879404,0.125993803,0.122712456,0.030070437,-0.017793382,0.198109373,-0.047198161,0.015232815,-0.008509349,0.095918037,-0.127278432,-0.008034521,-0.060311683,0.035512488,0.064650483,-0.005940093,0.0399318,-0.040210646,0.057686109,0.020425012,-0.014468099,0.103681535,0.048376612,0.011070464,-0.045435268,0.108581536,0.004355108,0.071883082,-0.014891344,0.089199409,-0.003023512,0.036293261,not_covid
5r9Ixli8hnc_,0.278760731,0.041465323,2545.9874,2109.804603,4943.365479,0.145191334,-310.5452881,37.61372757,-37.61746216,-21.72182465,-19.81822395,-0.377700001,-10.94177055,1.137988448,6.93566227,-7.356748104,-0.164029002,1.894093275,-1.50483489,4.278766632,-5.167382717,0.858862698,3.219568491,-3.111819267,-1.360985041,-1.974263191,1.857926488,0.361498505,-0.304130673,-0.252485484,-0.229680195,0.040092092,-0.163314357,0.054541264,0.198255658,0.027454253,-0.081614405,-0.07961373,-0.093976073,0.088804103,0.009348928,-0.087527215,-0.00111964,0.020676533,0.016551301,-0.015364312,-0.206768602,-0.023725042,0.018806322,0.054553241,0.007505157,-0.042367753,0.013794897,0.008137131,-0.039565079,-0.008635269,-0.018662108,-0.0001719,0.021697402,0.03611758,0.005301021,0.034190651,-0.007521655,0.008844338,-0.016112609,0.009174703,not_covid
5wbc84KnDS0_,0.303276449,0.174373448,3012.171518,2554.024721,5984.735107,0.154536495,-119.358696,37.37176132,-44.33416367,-11.06276798,0.605883837,-8.132566452,-32.70701599,-17.07493401,-10.82018948,-10.95660496,-17.46515846,-7.487137318,-0.507552981,-3.298082113,-11.68307304,-10.08149529,-2.078513384,-8.529807091,-0.276809752,-4.378412247,-0.318517655,0.621820927,0.40463832,0.179504216,0.076285079,-0.208642557,-0.051884193,0.10064584,-0.174985781,-0.041885067,-0.036712147,-0.040352114,-0.116946705,0.011027853,0.03817739,-0.069410764,0.023373039,-0.017301794,0.037677377,0.035266832,-0.007219359,0.059221324,0.086575948,0.119358361,-0.014180691,0.006585245,0.001488615,0.050397024,-0.000480987,0.030006859,0.062116411,0.010109429,0.012195371,-0.015955543,0.039593238,0.054013189,0.040024724,0.046631008,0.022292331,0.05229263,not_covid
6K_sU6-dp0Q_,0.490691572,0.188663766,2157.774466,2278.326607,4453.584798,0.106725622,-35.12701797,103.3395157,-16.6973362,23.04981613,-5.879827499,4.915967464,-1.544741273,14.76269722,3.257712364,2.065697193,-3.310456276,8.402462006,8.058834076,7.005867481,0.882814646,0.441998094,-5.617305279,0.65718168,-1.797394395,4.473317623,0.164188519,0.294547677,-0.031738009,-0.026795002,-0.032103352,0.0093728,-0.02223647,-0.036095157,0.02557086,0.045087449,-0.009028272,-0.045819554,-0.044784233,0.004194533,0.060211234,0.03795832,0.013411242,-0.009715354,0.021413554,-0.000759421,0.118127666,-0.020971222,0.004822788,-0.018483119,-0.016709113,-0.010608763,-0.037493221,-0.016808581,-0.007949091,0.008362351,0.006964555,0.042798176,0.035814438,-0.027597854,-0.007762933,-0.000216644,0.004128363,0.000852954,0.01737318,-0.025970848,not_covid
6l52kPskdRI_,0.411695659,0.113391332,2381.694756,1932.797099,4554.471842,0.149251302,-164.1359253,99.52474213,-53.64528656,24.66836357,-48.06799316,6.244718552,-36.34276962,11.60802841,-24.47785378,0.654429674,-7.354836941,-8.12833786,-3.571375847,-12.52689934,1.635779738,-11.71910858,1.387371778,-11.36055946,2.609502792,-4.584264278,0.006522991,0.175948963,-0.145755321,-0.351003021,-0.110827982,0.069884941,0.048246164,0.130364761,0.091696352,0.091420852,-0.058809757,-0.185831681,-0.010517116,0.027970843,-0.062915862,-0.116664402,-0.056379166,0.004122195,-0.061252885,0.005708033,0.011619832,0.05642762,0.080695234,-0.050280791,0.053551469,-0.011860013,0.052915636,-0.0684416,0.031100288,-0.026845368,0.018941782,0.050189797,0.00478837,0.015958088,-0.048648629,0.042972777,0.026818616,0.041689582,-0.00691503,0.007894631,not_covid
